filmLabel,cost,boxOffice,currencyCode,wikiPageID,freebaseMovieID,movieName,movieReleaseDate,movieBoxOfficeRevenue,movieRuntime,movieLanguages,movieCountries,movieGenres
Any Given Sunday,55000000.0,100000000.0,USD,222500.0,/m/01gglm,Any Given Sunday,1999-12-16,100230832.0,156.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/07s9rl0"": ""Drama""}"
Anything Else,18000000.0,13500000.0,USD,473286.0,/m/02drxn,Anything Else,2003-08-27,13585075.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}"
Apocalypse Now,31500000.0,92158064.0,USD,18951054.0,/m/0jzw,Apocalypse Now,1979-05-10,78784010.0,153.0,"{""/m/064_8sq"": ""French Language"", ""/m/07zrf"": ""Vietnamese Language"", ""/m/01lqm"": ""Khmer language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01fc50"": ""Anti-war"", ""/m/03k9fj"": ""Adventure"", ""/m/02m4t"": ""Existentialism"", ""/m/0hj3n96"": ""Jungle Film"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/07k67c"": ""Anti-war film"", ""/m/03pgfj"": ""New Hollywood""}"
Apocalypto,40000000.0,120673227.0,USD,2308701.0,/m/072r5v,Apocalypto,2006-12-08,121654337.0,139.0,"{""/m/03vsxc"": ""Maya, Yucat\u00e1n Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/06l3bl"": ""Epic"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n6f"": ""Historical Epic"", ""/m/02kdv5l"": ""Action""}"
Army of Darkness,11000000.0,21502976.0,USD,3217.0,/m/014hr,Army of Darkness,1992-10-09,21502796.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/06qln"": ""Stop motion"", ""/m/04xvh5"": ""Costume drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0vgkd"": ""Black comedy"", ""/m/07s2s"": ""Time travel"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}"
As Good as It Gets,50000000.0,314000000.0,USD,142447.0,/m/011yn5,As Good as It Gets,1997-12-19,314178011.0,139.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hn10"": ""LGBT"", ""/m/0clz1b"": ""Slice of life story"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}"
Asiris Nuna,3500000.0,138490.0,USD,26269992.0,/m/0b752yy,Asiris Nuna,2006-03-16,,,"{""/m/06b_j"": ""Russian Language""}","{""/m/06bnz"": ""Russia""}","{""/m/0hqxf"": ""Family Film"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure""}"
Atanarjuat: The Fast Runner,1419878.2961460445,3770125.325992466,USD,1218494.0,/m/04j9m_,Atanarjuat,2001-05-13,5998310.0,168.0,"{""/m/0322q8"": ""Inuktitut""}","{""/m/0d060g"": ""Canada""}","{""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama""}"
Atlas Shrugged: Part I,20000000.0,4627375.0,USD,9034057.0,/m/027v97k,Atlas Shrugged: Part I,2011-04-15,4627375.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02n4kr"": ""Mystery"", ""/m/06n90"": ""Science Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n2_"": ""Fantasy Drama""}"
Austin Powers in Goldmember,63000000.0,296700000.0,USD,151461.0,/m/013q07,Austin Powers: Goldmember,2002-07-22,296655431.0,95.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}"
Austin Powers: International Man of Mystery,16500000.0,67711748.0,USD,151465.0,/m/013q0p,Austin Powers: International Man of Mystery,1997-05-02,67683989.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0gf28"": ""Parody"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01hwc6"": ""Absurdism"", ""/m/0hj3nbs"": ""Master Criminal Films"", ""/m/01z4y"": ""Comedy"", ""/m/07s2s"": ""Time travel"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}"
Austin Powers: The Spy Who Shagged Me,33000000.0,312016858.0,USD,241603.0,/m/01k1k4,Austin Powers: The Spy Who Shagged Me,1999-06-08,312016858.0,95.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/07s2s"": ""Time travel"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy"", ""/m/01hwc6"": ""Absurdism""}"
Avatar: The Way of Water,250000000.0,2176229105.0,USD,25813358.0,/m/0gmbk1g,Avatar 2,2015,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}"
Awakenings,31000000.0,52096475.0,USD,129602.0,/m/0y_hb,Awakenings,1990-12-12,52096475.0,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/04gm78f"": ""Medical fiction"", ""/m/01f9r0"": ""Docudrama""}"
Back to the Future,19000000.0,383336762.0,USD,42993.0,/m/0bt4g,Back to the Future,1985-07-03,383874862.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/09n5t_"": ""Americana"", ""/m/09kqc"": ""Humour"", ""/m/01z4y"": ""Comedy"", ""/m/07s2s"": ""Time travel"", ""/m/0cq23f0"": ""Sci-Fi Adventure"", ""/m/0hqxf"": ""Family Film""}"
Bad Boys II,130000000.0,273339556.0,USD,1037237.0,/m/040fg_,Bad Boys II,2003-07-09,273339556.0,148.0,"{""/m/02h40lc"": ""English Language"", ""/m/05zjd"": ""Portuguese Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}"
Bad Lieutenant: Port of Call New Orleans,25000000.0,10606422.0,USD,18634533.0,/m/04ghz4m,Bad Lieutenant: Port of Call New Orleans,2009-11-20,10429451.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/0hj3n01"": ""Crime Drama""}"
Bad Santa,23000000.0,76488889.0,USD,320496.0,/m/01vg3r,Bad Santa,2003-11-26,76057639.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0hj3n6r"": ""Holiday Film"", ""/m/01q03"": ""Cult"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy""}"
Bad Teacher,20000000.0,216200000.0,USD,28174450.0,/m/0cp0ph6,Bad Teacher,2011-06-24,216197492.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}"
Bandidas,35000000.0,18087464.0,USD,2979277.0,/m/08hdzn,Bandidas,2006-01-18,18381890.0,93.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0f8l9c"": ""France"", ""/m/0b90_r"": ""Mexico"", ""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n34"": ""Feminist Film"", ""/m/0556j8"": ""Buddy film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04cb4x"": ""Revisionist Western"", ""/m/0hfjk"": ""Western"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}"
Barry Lyndon,11000000.0,20000000.0,USD,4227.0,/m/01c9d,Barry Lyndon,1975-12-18,20000000.0,187.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama"", ""/m/060__y"": ""Film adaptation"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02l7c8"": ""Romance Film"", ""/m/03pgfj"": ""New Hollywood""}"
Basic Instinct,49000000.0,352900000.0,USD,481649.0,/m/02fqxm,Basic Instinct,1992-03-20,352927224.0,127.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/0hn10"": ""LGBT"", ""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}"
Batman Begins,150000000.0,373672993.0,USD,481605.0,/m/02fqrf,Batman Begins,2005-06-10,372710015.0,141.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02hxcvy"": ""Urdu Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/023pxm"": ""Reboot"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}"
Batman Forever,100000000.0,336567158.0,USD,4730.0,/m/01hr1,Batman Forever,1995-06-09,336529844.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0hj3nbs"": ""Master Criminal Films"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}"
Batman Returns,80000000.0,266915287.0,USD,4728.0,/m/01hq1,Batman Returns,1992-06-16,266822354.0,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0hj3nbs"": ""Master Criminal Films"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}"
Battle for the Planet of the Apes,1700000.0,8844595.0,USD,709860.0,/m/034rv2,Battle for the Planet of the Apes,1973-06-15,8844595.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/094ddt"": ""Doomsday film"", ""/m/01q03"": ""Cult"", ""/m/0hc1z"": ""Apocalyptic and post-apocalyptic fiction"", ""/m/03jp56q"": ""Archives and records"", ""/m/02kdv5l"": ""Action""}"
Battle of Blood Island,51579.31,28828.12,USD,26286855.0,/m/0b77y4b,Battle of Blood Island,1960-04-08,,64.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}"
Battle: Los Angeles,70000000.0,211800000.0,USD,23710393.0,/m/06zt03v,Battle: Los Angeles,2011-03-10,,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3mt0"": ""Alien Film"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3mz0"": ""Combat Films""}"
Before Midnight,3000000.0,23245195.0,USD,36929245.0,/m/0m0l_0b,Before Midnight,2013,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}"
Before Sunrise,2500000.0,5987386.0,USD,805053.0,/m/03dbg_,Before Sunrise,1995-01-27,5535405.0,100.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/09c7w0"": ""United States of America"", ""/m/0h7x"": ""Austria""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama""}"
Before Sunset,2700000.0,15936507.0,USD,805120.0,/m/03dbkp,Before Sunset,2004,15992615.0,80.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}"
Behind the Green Door,60000.0,50000000.0,USD,382510.0,/m/021sjt,Behind the Green Door,1972,50000000.0,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01pxyy"": ""Hardcore pornography"", ""/m/02nxfrh"": ""Adult"", ""/m/01jk9n"": ""Pornographic movie""}"
Bend It Like Beckham,4415552.557340856,93953146.0811971,USD,249876.0,/m/01l2b3,Bend It Like Beckham,2002-04-11,76583333.0,112.0,"{""/m/03k50"": ""Hindi Language"", ""/m/0688f"": ""Punjabi language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01j1n2"": ""Coming of age"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n0k"": ""Domestic Comedy"", ""/m/02b5_l"": ""Teen""}"
Beneath the Planet of the Apes,2500000.0,18999718.0,USD,152058.0,/m/013szf,Beneath the Planet of the Apes,1970-05-26,18999718.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/094ddt"": ""Doomsday film""}"
Beverly Hills Cop,14000000.0,316360478.0,USD,680398.0,/m/032cs4,Beverly Hills Cop,1984-12-01,316360478.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}"
Beverly Hills Cop II,20000000.0,299965036.0,USD,807842.0,/m/03dhdk,Beverly Hills Cop II,1987-05-20,299965036.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}"
Beverly Hills Cop III,50000000.0,119208989.0,USD,1138104.0,/m/049kmb,Beverly Hills Cop III,1994-05-25,119208989.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}"
Big Fat Liar,15000000.0,52970014.0,USD,408849.0,/m/024tb7,Big Fat Liar,2002-02-02,52970014.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/03k9fj"": ""Adventure"", ""/m/09q17"": ""Slapstick""}"
Big Fish,70000000.0,123000000.0,USD,431014.0,/m/027pfg,Big Fish,2003,122919055.0,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02h8pkk"": ""Family Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/060__y"": ""Film adaptation"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/082gq"": ""War film"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n2s"": ""Fantasy Comedy""}"
Big Stan,10000000.0,8742330.0,USD,4753099.0,/m/0clhj5,Big Stan,2007,8742330.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0d1w9"": ""Prison""}"
Big Trouble in Little China,25000000.0,11100000.0,USD,697113.0,/m/033m2w,Big Trouble in Little China,1986-07-02,11100000.0,99.0,"{""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}"
Bill & Ted's Bogus Journey,20000000.0,38037513.0,USD,254269.0,/m/01lq3x,Bill & Ted's Bogus Journey,1991-07-19,38037513.0,93.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/02b5_l"": ""Teen"", ""/m/09q17"": ""Slapstick""}"
Bill & Ted's Excellent Adventure,10000000.0,40485039.0,USD,23808966.0,/m/014z96,Bill & Ted's Excellent Adventure,1989-02-17,40485039.0,88.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/07s2s"": ""Time travel"", ""/m/0cq23f0"": ""Sci-Fi Adventure"", ""/m/0hqxf"": ""Family Film"", ""/m/02b5_l"": ""Teen""}"
Bio-Dome,8500000.0,13400000.0,USD,2198940.0,/m/06v9zs,Bio-Dome,1996-01-12,13427615.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0bbc17"": ""Gross out"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}"
Black Journal,2000000.0,480000000.0,USD,36298431.0,/m/09tdxzz,Gran bollito,1977,,115.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama""}"
Blade II,54000000.0,155010032.0,USD,479757.0,/m/02fj8n,Blade II,2002-03-21,155010032.0,117.0,"{""/m/01wgr"": ""Czech Language"", ""/m/02hxc3j"": ""Romanian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03npn"": ""Horror"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}"
Blade Runner,28000000.0,41722424.0,USD,3746.0,/m/017n9,Blade Runner,1982-06-25,33139618.0,116.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/012w70"": ""Cantonese"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language"", ""/m/02ztjwg"": ""Hungarian language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/01qpc"": ""Cyberpunk"", ""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/02m4t"": ""Existentialism"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/02xh1"": ""Film noir"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/026ny"": ""Dystopia"", ""/m/03j0dp"": ""Neo-noir""}"
Blade: Trinity,65000000.0,131977904.0,USD,1129583.0,/m/048tv9,Blade: Trinity,2004-12-08,128905366.0,105.0,"{""/m/02jcw"": ""Esperanto Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}"
Blood Diamond,100000000.0,171400000.0,USD,4453691.0,/m/0c38gj,Blood Diamond,2006-12-08,171407179.0,138.0,"{""/m/0x82"": ""Afrikaans Language"", ""/m/02hwtky"": ""Mende Language"", ""/m/02h40lc"": ""English Language"", ""/m/05ks5d"": ""Krio Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0fx2s"": ""Tragedy"", ""/m/03k9fj"": ""Adventure"", ""/m/01p3vp"": ""Private military company"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action"", ""/m/03mqtr"": ""Political drama""}"
Boarding Gate,2800000.0,895000.0,USD,15668629.0,/m/03np31h,Boarding Gate,2007-05,,101.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/0f8l9c"": ""France"", ""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/0glj9q"": ""Erotic thriller""}"
Bob & Carol & Ted & Alice,2000000.0,31900000.0,USD,1365985.0,/m/04x1t3,Bob & Carol & Ted & Alice,1969-09-17,31897253.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/06nbt"": ""Satire"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}"
